institution,course_name,url,year,module_name,credits,type
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,70%-80% Karnataka Secondary Education Examination Board,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,70%-80% Telangana State Board of Secondary Education,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,70%-80% Kerala Board of Higher Secondary Education,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,80% Andhra Pradesh Board of Secondary Education,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,80% Bihar School Examination Board,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,80% Gujarat Secondary and Higher Secondary Education Board,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,70% West Bengal Council of Higher Secondary Education,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Higher National Diploma,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,One year at a recognised Nigerian University,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Professional Diploma (Part IV) from the Institute of Medical Laboratory Technology of Nigeria,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Advanced Diploma,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,"Fullstandigt Slutbetyg/Högskoleförberedande Examen with a total of 2,500 credits to include B grades in the majority of subjects.",500,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Antigua and Barbuda,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Australia,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Bahamas,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Barbados,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Belize,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Canada**,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Dominica,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Grenada,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Guyana,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Ireland,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Jamaica,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,New Zealand,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,St Kitts and Nevis,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,St Lucia,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,St Vincent and the Grenadines,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,Trinidad and Tobago,,
Sussex,BA (hons) international relations & sociology,https://www.sussex.ac.uk/study/undergraduate/courses/international-relations-and-sociology-ba,Year 3,United Kingdom,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70%-80% from ISC Indian School certificate of Education (CISCE),,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70%-80% from SSC All India Senior School Certificate Examination (CBSE),,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70%-80% Maharashtra HSC Higher Secondary Certificate,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70%-80% Tamil Nadu Board of Higher Secondary Education,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70%-80% Karnataka Secondary Education Examination Board,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70%-80% Telangana State Board of Secondary Education,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70%-80% Kerala Board of Higher Secondary Education,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,80% Andhra Pradesh Board of Secondary Education,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,80% Bihar School Examination Board,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,80% Gujarat Secondary and Higher Secondary Education Board,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,70% West Bengal Council of Higher Secondary Education,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Higher National Diploma,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,One year at a recognised Nigerian University,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Professional Diploma (Part IV) from the Institute of Medical Laboratory Technology of Nigeria,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Advanced Diploma,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,"Fullstandigt Slutbetyg/Högskoleförberedande Examen with a total of 2,500 credits to include B grades in the majority of subjects.",500,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Antigua and Barbuda,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Australia,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Bahamas,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Barbados,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Belize,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Canada**,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Dominica,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Grenada,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Guyana,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Ireland,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,Jamaica,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,New Zealand,,
Sussex,BA (hons) politics & international relations,https://www.sussex.ac.uk/study/undergraduate/courses/politics-and-international-relations-ba,Year 3,St Kitts and Nevis,,
